CO2 Emissions,Days to Start Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Infant Mortality Rate,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 15-64,Population 65+,Population Total,Tourism Inbound,Tourism Outbound,Birth Rate,Internet Usage,Population 0-14,Population Urban
759.0,55.625,14338.0,604028582.0,0.109,18.0,0.077,0.155,57.0,55.0,0.1,0.536,0.03,3384791.0,124000000.0,41000000.0,0.04,0.1,0.434,0.464
53788.0,26.0,17899.0,56484375000.0,0.025,237.0,0.019,0.063,76.0,72.0,0.7,0.654,0.043,5686475.0,244000000.0,915000000.0,0.023,0.0,0.303,0.77
1683.0,21.0,14338.0,5515236338.0,0.05,15.0,0.052,0.22649999999999998,63.0,60.0,0.1,0.525,0.029,18826126.0,386000000.0,86000000.0,0.037,0.0,0.446,0.294
953.0,39.0,14338.0,3116789658.0,0.09,21.0,0.068,0.22649999999999998,50.0,50.0,0.0,0.508,0.03,13307535.0,45000000.0,85000000.0,0.042,0.0,0.461,0.151
568.0,41.0,14338.0,6122644015.0,0.066,33.0,0.093,0.12,52.0,52.0,0.1,0.506,0.03,12325545.0,175000000.0,196000000.0,0.048,0.0,0.464,0.328
1676.0,55.625,14338.0,3040718541.0,0.035,30.0,0.074,0.22649999999999998,62.0,59.0,0.3,0.555,0.031,3237713.0,688500000.0,456000000.0,0.037,0.0,0.413,0.539
3777.0,46.0,1173.0,6731536244.0,0.048,269.0,0.014,0.211,76.0,69.0,0.6,0.696,0.068,1252698.0,1302000000.0,347000000.0,0.014,0.2,0.236,0.414
47425.0,12.0,13648.0,65637107776.0,0.052,113.0,0.034,0.12,71.0,68.0,0.5,0.648,0.05,30395097.0,6341000000.0,1113000000.0,0.02,0.2,0.302,0.556
1980.0,55.625,8742.0,7095910828.0,0.065,21.0,0.087,0.186,49.0,47.0,0.1,0.519,0.032,21587317.0,145000000.0,196000000.0,0.043,0.0,0.45,0.302
2329.0,55.625,1294.0,7978609422.0,0.072,280.0,0.044,0.112,60.0,55.0,0.3,0.571,0.033,2052931.0,473000000.0,118000000.0,0.029,0.0,0.395,0.376
807.0,24.0,14338.0,3646727993.0,0.079,21.0,0.079,0.12,55.0,55.0,0.0,0.483,0.025,13679705.0,39000000.0,42000000.0,0.051,0.0,0.492,0.169
98514.0,35.0,46913.625,145429802542.0,0.057,59.0,0.094,0.169,50.0,49.0,0.2,0.536,0.027,49034725.375,209000000.0,3536000000.0,0.042,0.1,0.436,0.399
528.0,16.0,14338.0,3110327823.0,0.1,32.0,0.061,0.161,58.0,56.0,0.0,0.533,0.024,9660946.0,148000000.0,84000000.0,0.038,0.1,0.442,0.202
84.0,55.625,44.0,135181862.0,0.078,68.0,0.046,0.22649999999999998,67.0,63.0,0.1,0.542,0.039,158806.0,6700000.0,1100000.0,0.038,0.1,0.418,0.588
4789.0,55.625,2798.0,9358710763.0,0.054,44.0,0.055,0.12,63.0,60.0,0.3,0.529,0.032,11582925.0,329000000.0,139000000.0,0.039,0.1,0.44,0.413
744.0,39.0,243.0,1016419769.0,0.038,438.0,0.012,0.1,76.0,69.0,0.8,0.688,0.075,84600.0,323000000.0,56000000.0,0.017,0.4,0.238,0.513
733.0,26.0,14338.0,1887429109.0,0.118,51.0,0.1075,0.22649999999999998,44.0,43.0,0.5,0.549,0.025,5280909.0,23000000.0,15000000.0,0.041,0.0,0.426,0.371
576.0,26.0,14338.0,15079752557.5,0.061,193.0,0.105,0.12,54.0,51.0,0.1,0.493,0.029,8687671.0,688500000.0,456000000.0,0.047,0.0,0.478,0.356
103049.5,35.0,46913.625,221375013581.25,0.085,455.0,0.05,0.112,53.0,50.0,0.8,0.649,0.046,48269753.0,6341000000.0,4058250000.0,0.023,0.1,0.305,0.601
8529.0,26.0,14338.0,15079752557.5,0.061,193.0,0.083,0.12,53.0,50.0,0.5,0.529,0.033,8376893.0,688500000.0,456000000.0,0.039,0.1,0.438,0.173
11503.0,39.0,15917.0,35159250985.0,0.05,54.0,0.06,0.12,62.0,59.0,0.1,0.539,0.031,32397535.0,252000000.0,1414000000.0,0.037,0.1,0.43,0.328
1016.0,55.625,406.0,2947922183.0,0.068,180.0,0.076,0.112,46.0,46.0,0.2,0.556,0.032,1118253.0,75000000.0,54000000.0,0.031,0.0,0.412,0.219
5959.0,27.0,17809.0,14331231239.0,0.065,23.0,0.054,0.157,56.0,54.0,0.1,0.523,0.03,39942347.0,986000000.0,571000000.0,0.042,0.0,0.447,0.255
1221.0,55.625,2368.0,2202809211.0,0.064,25.0,0.067,0.12,55.0,54.0,0.1,0.546,0.028,5685845.0,23000000.0,42000000.0,0.038,0.0,0.426,0.356
23128.0,11.0,8752.0,34378437265.0,0.056,194.0,0.019,0.12,76.0,72.0,0.7,0.681,0.068,10127900.0,2999000000.0,498000000.0,0.017,0.1,0.252,0.653
2655.0,28.0,14338.0,9942597753.0,0.096,32.0,0.064,0.187,54.0,53.0,0.1,0.482,0.025,29711397.0,347000000.0,196000000.0,0.046,0.0,0.493,0.133
2226.0,35.0,7396.0,10702200822.0,0.064,58.0,0.073,0.22649999999999998,49.0,48.0,0.1,0.505,0.027,11781612.0,110000000.0,97000000.0,0.044,0.0,0.468,0.37
10345.0,55.625,9714.0,5443896500.0,0.061,193.0,0.057,0.22649999999999998,44.0,46.0,0.1,0.548,0.038,12724308.0,338000000.0,456000000.0,0.032,0.1,0.415,0.339
1338.0,9.0,14338.0,7057597615.0,0.091,23.0,0.082,0.18,59.0,56.0,0.1,0.487,0.02,25631282.0,688500000.0,456000000.0,0.044,0.0,0.493,0.232
4382.0,17.0,2559.0,6384457744.0,0.046,97.0,0.02,0.165,77.0,70.0,0.4,0.67,0.116,3002911.0,307000000.0,321000000.0,0.014,0.1,0.214,0.642
39167.0,51.0,13232.0,20982270733.0,0.062,149.0,0.042,0.179,72.0,67.0,0.4,0.685,0.064,8484550.0,201000000.0,256000000.0,0.018,0.1,0.251,0.526
48137.0,50.0,25332.0,61901116736.0,0.034,14.0,0.048,0.153,68.0,67.0,0.1,0.619,0.044,49034725.375,80000000.0,444000000.0,0.023,0.0,0.338,0.275
392.0,55.625,211.0,897672086.0,0.044,59.0,0.043,0.14,65.0,65.0,0.1,0.629,0.041,665568.0,36000000.0,22000000.0,0.022,0.0,0.329,0.317
4822.0,55.625,3152.0,11470703002.0,0.022,680.0,0.007,0.055,79.0,75.0,0.8,0.683,0.033,374697.0,224000000.0,408000000.0,0.019,0.4,0.285,0.739
3000.0,55.625,3429.0,7274424519.0,0.054,29.0,0.048,0.12,71.0,65.0,0.1,0.604,0.045,13555054.0,1109000000.0,176000000.0,0.026,0.0,0.351,0.193
103049.5,35.0,46913.625,221375013581.25,0.046,93.0,0.019,0.061,76.0,73.0,0.3,0.724,0.078,49034725.375,6341000000.0,4058250000.0,0.012,0.1,0.198,0.439
6150.0,16.0,3032.0,7761900179.0,0.084,146.0,0.02,0.171,77.0,70.0,0.4,0.674,0.147,4398000.0,361000000.0,257000000.0,0.013,0.1,0.179,0.525
38555.0,11.0,13330.0,193536265094.0,0.061,193.0,0.02,0.078,86.0,79.0,1.4,0.74,0.123,6857100.0,6341000000.0,4058250000.0,0.01,0.6,0.137,1.0
103049.5,35.0,46913.625,221375013581.25,0.04,33.0,0.054,0.112,66.0,63.0,0.1,0.634,0.048,49034725.375,6341000000.0,4058250000.0,0.023,0.0,0.318,0.296
103049.5,55.625,46913.625,221375013581.25,0.029,47.0,0.032,0.16,71.0,67.0,0.3,0.651,0.049,49034725.375,4890000000.0,4058250000.0,0.021,0.0,0.3,0.467
103049.5,22.0,46913.625,221375013581.25,0.082,1291.125,0.003,0.020500000000000018,86.0,79.0,0.8,0.659,0.204,49034725.375,6341000000.0,4058250000.0,0.009,0.7,0.137,0.871
103049.5,21.0,46913.625,81003864916.0,0.039,210.0,0.027,0.12,72.0,61.0,0.5,0.68,0.075,15308084.0,973000000.0,1060000000.0,0.02,0.0,0.245,0.545
84557.0,26.0,21544.0,15079752557.5,0.061,193.0,0.026,0.12,72.0,65.0,0.5,0.679,0.077,23969917.0,688500000.0,456000000.0,0.015,0.1,0.243,0.599
103049.5,17.0,46913.625,221375013581.25,0.061,1201.0,0.005,0.06,82.0,76.0,0.9,0.718,0.097,48371946.0,6341000000.0,4058250000.0,0.009,0.8,0.186,0.815
5145.0,21.0,2450.0,2834168889.0,0.067,38.0,0.033,0.22649999999999998,72.0,64.0,0.2,0.638,0.054,5218400.0,189000000.0,142000000.0,0.023,0.1,0.308,0.353
1580.0,55.625,14338.0,3452895836.0,0.043,25.0,0.068,0.22649999999999998,66.0,64.0,0.2,0.566,0.038,5895930.0,160000000.0,15000000.0,0.029,0.0,0.396,0.285
1632.0,26.0,14338.0,14568709574.0,0.061,193.0,0.02,0.088,81.0,77.0,1.3,0.766,0.072,479808.0,6341000000.0,648000000.0,0.008,0.5,0.161,1.0
103049.5,37.0,46913.625,162692467586.0,0.036,222.0,0.007,0.065,76.0,72.0,0.7,0.659,0.045,26327098.0,6341000000.0,4058250000.0,0.018,0.5,0.297,0.675
887.0,9.0,288.0,1303375806.0,0.067,287.0,0.017,0.13,76.0,74.0,0.9,0.621,0.047,302825.0,1235000000.0,106000000.0,0.021,0.1,0.332,0.35
9498.0,13.0,2925.0,3414053251.0,0.054,72.0,0.035,0.22649999999999998,70.0,62.0,0.3,0.681,0.037,2559496.0,261000000.0,212000000.0,0.021,0.1,0.282,0.635
12611.0,26.0,15015.0,15079752557.5,0.02,5.0,0.049,0.161,66.0,62.0,0.0,0.674,0.05,49034725.375,59000000.0,40000000.0,0.019,0.0,0.277,0.294
2662.0,31.0,9131.0,9043715356.0,0.056,20.0,0.044,0.08,66.0,64.0,0.0,0.564,0.045,25634043.0,157000000.0,261000000.0,0.027,0.0,0.391,0.155
103049.5,24.0,46913.625,137264061106.0,0.037,29.0,0.079,0.11,66.0,65.0,0.2,0.583,0.042,49034725.375,919000000.0,2029000000.0,0.028,0.1,0.376,0.351
67693.0,47.0,38456.0,122210719246.0,0.04,55.0,0.027,0.098,71.0,64.0,0.5,0.598,0.035,49034725.375,4019000000.0,1558000000.0,0.027,0.1,0.367,0.463
30799.0,6.0,23509.0,147794117647.0,0.037,1167.0,0.002,0.053,83.0,78.0,1.0,0.729,0.083,4401400.0,6341000000.0,4058250000.0,0.01,0.6,0.188,1.0
11738.0,48.0,9083.0,28267410543.0,0.04,57.0,0.011,0.129,77.0,70.0,0.3,0.675,0.072,19858000.0,733000000.0,666000000.0,0.019,0.0,0.253,0.184
2655.0,55.625,2414.0,2830236054.0,0.048,19.0,0.052,0.144,70.0,63.0,0.3,0.587,0.037,6954522.0,11200000.0,6000000.0,0.03,0.0,0.376,0.265
103049.5,33.0,46913.625,207088828467.0,0.035,110.0,0.015,0.074,76.0,69.0,0.6,0.703,0.079,49034725.375,6341000000.0,4058250000.0,0.012,0.2,0.218,0.388
180.0,55.625,59.0,462600000.0,0.106,46.0,0.062,0.165,65.0,62.0,0.0,0.494,0.028,999053.0,20000000.0,2000000.0,0.038,0.0,0.478,0.269
46256.0,26.0,19628.0,10277598152.0,0.022,98.0,0.057,0.12,69.0,61.0,0.0,0.636,0.045,4801595.0,688500000.0,456000000.0,0.022,0.0,0.319,0.473
103049.5,29.0,46913.625,17030896203.0,0.055,35.0,0.045,0.12,71.0,64.0,0.1,0.629,0.047,26488250.0,43000000.0,456000000.0,0.021,0.1,0.324,0.365
102456.0,50.0,42475.0,66371664817.0,0.065,46.0,0.023,0.112,80.0,70.0,0.2,0.672,0.066,49034725.375,2850000000.0,1050000000.0,0.017,0.2,0.263,0.279
3865.0,39.0,2068.0,9132562332.0,0.06,168.0,0.017,0.129,80.0,73.0,0.6,0.654,0.089,2968028.0,1057000000.0,989000000.0,0.014,0.1,0.258,0.478
546.0,26.0,14338.0,2823503853.0,0.06,1291.125,0.003,0.12,75.0,69.0,0.8,0.6425000000000001,0.052,81877.0,688500000.0,456000000.0,0.011,0.5,0.2995,0.898
71565.0,25.0,33799.0,221375013581.25,0.102,1291.125,0.004,0.12,83.0,77.0,1.1,0.679,0.164,8268641.0,6341000000.0,4058250000.0,0.009,0.6,0.158,0.658
61829.0,55.625,28621.0,36961918859.0,0.063,243.0,0.007,0.088,76.0,64.0,0.6,0.702,0.147,9604000.0,401000000.0,675000000.0,0.01,0.2,0.152,0.728
103049.5,27.0,46913.625,221375013581.25,0.095,1291.125,0.004,0.075,82.0,77.0,0.9,0.658,0.172,10547958.0,6341000000.0,4058250000.0,0.012,0.6,0.17,0.974
27169.0,55.625,5301.0,12400102623.0,0.085,275.0,0.007,0.08,78.0,73.0,0.5,0.678,0.136,3875157.0,658000000.0,210000000.0,0.008,0.3,0.186,0.392
48943.0,32.0,20459.0,33209188739.0,0.069,297.0,0.013,0.089,76.0,69.0,1.1,0.69,0.176,7699020.0,3317000000.0,2099000000.0,0.01,0.3,0.135,0.709
23175.0,25.0,8944.0,49855078905.0,0.07,790.0,0.006,0.099,79.0,73.0,1.0,0.67,0.172,4440000.0,6341000000.0,770000000.0,0.009,0.4,0.158,0.566
7789.0,26.0,2308.0,18435765910.0,0.063,1291.125,0.004,0.067,81.0,77.0,0.8,0.697,0.109,1048314.0,2691000000.0,1031000000.0,0.012,0.4,0.195,0.681
103049.5,24.0,45904.0,148374084906.0,0.067,969.0,0.004,0.056,80.0,74.0,1.2,0.712,0.143,10238905.0,6341000000.0,2874000000.0,0.01,0.5,0.145,0.735
55005.0,6.0,20252.0,221375013581.25,0.099,1291.125,0.004,0.12,80.0,76.0,1.1,0.66,0.154,5437272.0,5562000000.0,4058250000.0,0.012,0.9,0.186,0.861
16190.0,35.0,5038.0,16798498860.0,0.05,620.0,0.005,0.05,78.0,67.0,1.3,0.679,0.17,1346810.0,1361000000.0,706000000.0,0.011,0.6,0.151,0.686
766.0,26.0,14338.0,1970135199.0,0.061,193.0,0.02,0.12,82.0,77.0,1.0,0.6425000000000001,0.052,49414.0,688500000.0,456000000.0,0.02,0.7,0.2995,0.401
66197.0,14.0,37334.0,207949452679.0,0.083,1291.125,0.003,0.12,83.0,76.0,1.1,0.667,0.161,5266268.0,3515000000.0,4058250000.0,0.011,0.8,0.172,0.83
103049.5,7.0,46913.625,221375013581.25,0.11,1291.125,0.004,0.12,85.0,77.0,0.8,0.651,0.165,49034725.375,6341000000.0,4058250000.0,0.013,0.5,0.185,0.774
103049.5,24.0,46913.625,221375013581.25,0.106,1291.125,0.004,0.12,82.0,76.0,1.0,0.665,0.194,49034725.375,6341000000.0,4058250000.0,0.008,0.7,0.141,0.735
97286.0,38.0,30223.0,221375013581.25,0.097,1291.125,0.005,0.12,82.0,77.0,1.0,0.669,0.187,11127947.0,6341000000.0,3004000000.0,0.01,0.3,0.144,0.748
57235.0,38.0,27330.0,112533152716.0,0.083,922.0,0.007,0.081,77.0,69.0,1.0,0.688,0.159,10071370.0,4998000000.0,2319000000.0,0.01,0.5,0.153,0.669
2277.0,5.0,4159.0,16651492784.0,0.094,1291.125,0.002,0.179,83.0,80.0,1.0,0.664,0.118,303782.0,702000000.0,1084000000.0,0.015,0.9,0.218,0.932
43458.0,13.0,14607.0,221375013581.25,0.075,1291.125,0.004,0.12,82.0,77.0,1.1,0.683,0.111,4274137.0,6341000000.0,4058250000.0,0.015,0.5,0.206,0.608
8529.0,26.0,14338.0,3437450712.0,0.061,193.0,0.02,0.12,75.0,69.0,0.5,0.6425000000000001,0.052,81068.0,688500000.0,456000000.0,0.02,0.1,0.2995,0.519
103049.5,13.0,46913.625,221375013581.25,0.088,1291.125,0.004,0.056,84.0,79.0,1.4,0.661,0.198,49034725.375,6341000000.0,4058250000.0,0.01,0.4,0.141,0.679
8529.0,26.0,1966.0,3918176308.0,0.061,193.0,0.02,0.146,71.0,67.0,0.5,0.6425000000000001,0.052,1719536.0,688500000.0,456000000.0,0.019,0.1,0.2995,0.56
7583.0,16.0,4688.0,19935046397.0,0.068,590.0,0.01,0.073,77.0,66.0,1.0,0.681,0.175,2218357.0,622000000.0,788000000.0,0.01,0.5,0.144,0.68
8529.0,26.0,14338.0,3988775844.0,0.061,193.0,0.02,0.12,83.0,79.0,0.8,0.6425000000000001,0.052,35028.0,688500000.0,456000000.0,0.01,0.6,0.2995,0.147
14294.0,26.0,8718.0,30246361657.0,0.062,552.0,0.008,0.051,77.0,65.0,1.5,0.685,0.153,3269909.0,1077000000.0,931000000.0,0.01,0.4,0.163,0.667
11357.0,26.0,4329.0,42544677906.0,0.077,1291.125,0.003,0.12,82.0,77.0,1.5,0.672,0.144,472637.0,3636000000.0,3138000000.0,0.012,0.7,0.184,0.87
10939.0,18.0,2924.0,6560546900.0,0.078,246.0,0.012,0.113,77.0,72.0,0.6,0.694,0.113,2093801.0,156000000.0,110000000.0,0.011,0.3,0.192,0.574
2574.0,26.0,834.0,6390123590.0,0.09,1291.125,0.006,0.057,82.0,77.0,0.8,0.696,0.136,405308.0,966000000.0,362000000.0,0.009,0.4,0.168,0.939
4994.0,30.0,3441.0,3408454198.0,0.106,101.0,0.018,0.181,72.0,64.0,0.4,0.705,0.113,3585209.0,150000000.0,224000000.0,0.012,0.2,0.182,0.452
8529.0,26.0,14338.0,4663488363.0,0.038,1291.125,0.004,0.12,75.0,69.0,0.5,0.6425000000000001,0.052,34369.0,688500000.0,456000000.0,0.02,0.6,0.2995,1.0
2384.0,24.0,1118.0,2696020575.0,0.082,361.0,0.009,0.112,76.0,71.0,1.0,0.671,0.129,616854.0,688500000.0,456000000.0,0.013,0.3,0.2,0.624
103049.5,8.0,46913.625,221375013581.25,0.107,1291.125,0.004,0.035,82.0,78.0,1.1,0.675,0.142,16346101.0,6341000000.0,4058250000.0,0.011,0.8,0.183,0.836
44257.0,7.0,27129.0,221375013581.25,0.092,1291.125,0.003,0.047,83.0,78.0,1.0,0.658,0.147,4660677.0,4289000000.0,4058250000.0,0.013,0.8,0.195,0.779
103049.5,31.0,46913.625,221375013581.25,0.062,554.0,0.006,0.055,80.0,71.0,1.0,0.707,0.133,38141267.0,6341000000.0,4058250000.0,0.01,0.4,0.16,0.613
59108.0,7.0,24698.0,201790440627.0,0.1,1291.125,0.004,0.12,82.0,75.0,1.2,0.672,0.173,10522288.0,6341000000.0,4058250000.0,0.01,0.4,0.155,0.581
102595.0,11.0,39936.0,122695850812.0,0.051,289.0,0.017,0.14,76.0,69.0,0.7,0.7,0.149,21193760.0,1676000000.0,1459000000.0,0.01,0.2,0.152,0.533
103049.5,29.0,46913.625,221375013581.25,0.053,365.0,0.013,0.104,73.0,60.0,1.0,0.713,0.138,49034725.375,6341000000.0,4058250000.0,0.01,0.2,0.149,0.735
8529.0,26.0,14338.0,1469075398.0,0.051,1291.125,0.004,0.067,85.0,79.0,0.6,0.6425000000000001,0.052,30130.0,688500000.0,456000000.0,0.01,0.5,0.2995,0.94
53766.0,23.0,17064.0,29221081587.0,0.094,371.0,0.007,0.166,76.0,71.0,0.8,0.682,0.14,7411569.0,416000000.0,322000000.0,0.01,0.3,0.178,0.548
38929.0,27.0,18640.0,69002095095.0,0.073,761.0,0.008,0.077,78.0,70.0,0.9,0.719,0.118,5373054.0,1655000000.0,1230000000.0,0.01,0.6,0.163,0.554
16245.0,55.625,7321.0,38945146500.0,0.083,1291.125,0.003,0.074,82.0,75.0,0.9,0.702,0.158,2006868.0,2074000000.0,1058000000.0,0.009,0.5,0.14,0.504
103049.5,47.0,46913.625,221375013581.25,0.084,1291.125,0.005,0.12,84.0,78.0,1.0,0.687,0.168,44397319.0,6341000000.0,4058250000.0,0.011,0.5,0.145,0.775
49571.0,16.0,46913.625,221375013581.25,0.089,1291.125,0.003,0.12,83.0,79.0,1.1,0.655,0.174,9080505.0,6341000000.0,4058250000.0,0.012,0.9,0.172,0.844
41877.0,18.0,27084.0,221375013581.25,0.104,1291.125,0.004,0.03,84.0,79.0,1.0,0.68,0.16,7483934.0,6341000000.0,4058250000.0,0.01,0.8,0.16,0.735
103049.5,6.0,46913.625,221375013581.25,0.058,422.0,0.024,0.12,76.0,69.0,0.8,0.652,0.067,49034725.375,6341000000.0,3517000000.0,0.019,0.2,0.281,0.684
103049.5,33.0,46913.625,107753069307.0,0.064,147.0,0.012,0.152,74.0,62.0,1.0,0.697,0.16,46787750.0,4018000000.0,3202000000.0,0.01,0.0,0.143,0.68
103049.5,13.0,46913.625,221375013581.25,0.084,1291.125,0.005,0.046,81.0,77.0,1.2,0.662,0.16,49034725.375,6341000000.0,4058250000.0,0.012,0.7,0.178,0.802
19497.0,26.0,8093.0,18505250857.0,0.036,599.0,0.009,0.08,76.0,75.0,1.0,0.727,0.022,950951.0,1786000000.0,639000000.0,0.018,0.3,0.252,0.884
103049.5,28.0,46913.625,221375013581.25,0.051,174.0,0.021,0.14,74.0,70.0,0.2,0.701,0.05,49034725.375,1464000000.0,4058250000.0,0.018,0.1,0.249,0.682
99544.0,32.0,21503.0,65141035028.0,0.03,58.0,0.033,0.145,72.0,66.0,0.3,0.547,0.034,28064095.0,170000000.0,526000000.0,0.034,0.0,0.418,0.688
65977.0,20.0,20380.0,150985573253.0,0.074,1291.125,0.004,0.081,83.0,88.0,1.2,0.622,0.101,7053700.0,3802000000.0,4058250000.0,0.021,0.3,0.277,0.916
20733.0,16.0,6853.0,15056937190.0,0.081,224.0,0.02,0.082,74.0,71.0,0.8,0.594,0.032,5536000.0,2426000000.0,956000000.0,0.03,0.1,0.374,0.814
73769.0,35.0,25780.0,101561153806.0,0.022,943.0,0.01,0.086,75.0,73.0,0.5,0.715,0.031,2417445.0,508000000.0,4058250000.0,0.021,0.3,0.255,0.982
14499.0,46.0,4774.0,21796351575.0,0.081,443.0,0.011,0.103,80.0,76.0,0.3,0.65,0.076,4079823.0,5457000000.0,3783000000.0,0.014,0.2,0.274,0.867
39604.0,35.0,15183.0,36803641389.0,0.023,346.0,0.011,0.074,77.0,73.0,0.7,0.635,0.025,2554905.0,749000000.0,894000000.0,0.022,0.1,0.34,0.73
56736.0,26.0,19606.0,60882141103.0,0.026,1291.125,0.009,0.072,78.0,77.0,1.0,0.778,0.013,967602.0,874000000.0,3751000000.0,0.014,0.3,0.21,0.978
103049.5,42.0,46913.625,221375013581.25,0.037,537.0,0.016,0.12,76.0,72.0,0.8,0.634,0.03,25371936.0,4769000000.0,4058250000.0,0.023,0.2,0.335,0.812
53590.0,43.0,21630.0,33332844575.0,0.038,66.0,0.015,0.08,77.0,73.0,0.2,0.585,0.034,18804914.0,2113000000.0,585000000.0,0.027,0.1,0.38,0.542
103049.5,19.0,45911.0,221375013581.25,0.023,1109.0,0.008,0.12,77.0,75.0,1.1,0.813,0.007,4875639.0,4972000000.0,4058250000.0,0.016,0.5,0.18,0.826
20796.0,55.625,7054.0,19081726103.0,0.048,52.0,0.054,0.18,63.0,60.0,0.1,0.524,0.026,20661714.0,181000000.0,225000000.0,0.035,0.0,0.449,0.295
8529.0,26.0,14338.0,15079752557.5,0.061,193.0,0.02,0.12,75.0,69.0,0.5,0.6425000000000001,0.052,58652.0,688500000.0,456000000.0,0.022,0.1,0.2995,0.88
103049.5,3.0,46913.625,221375013581.25,0.085,1291.125,0.005,0.094,84.0,79.0,0.9,0.674,0.13,20697900.0,6341000000.0,4058250000.0,0.013,0.7,0.195,0.882
1360.0,46.0,559.0,3103099942.0,0.038,144.0,0.02,0.073,72.0,66.0,0.3,0.657,0.042,828060.0,684000000.0,123000000.0,0.023,0.1,0.3,0.503
851.0,26.0,14338.0,15079752557.5,0.061,193.0,0.02,0.12,77.0,72.0,0.6,0.678,0.053,257731.0,463000000.0,122000000.0,0.018,0.3,0.269,0.566
8529.0,26.0,14338.0,15079752557.5,0.061,193.0,0.02,0.12,80.0,74.0,0.5,0.642,0.066,158429.0,688500000.0,456000000.0,0.019,0.4,0.292,0.937
70.0,31.0,10.0,104668675.0,0.11,124.0,0.05,0.12,69.0,64.0,0.0,0.6,0.037,91953.0,2300000.0,5600000.0,0.024,0.0,0.364,0.436
92.0,17.0,30.0,143352031.0,0.118,547.0,0.033,0.12,75.0,69.0,0.5,0.6425000000000001,0.052,52084.0,6600000.0,400000.0,0.035,0.0,0.2995,0.702
103.0,16.0,14338.0,252991205.0,0.118,285.0,0.036,0.156,69.0,67.0,0.2,0.575,0.04,105686.0,23000000.0,7000000.0,0.025,0.1,0.385,0.223
2780.0,26.0,14338.0,15079752557.5,0.061,193.0,0.02,0.12,80.0,73.0,0.7,0.664,0.074,238459.0,122000000.0,129000000.0,0.018,0.3,0.262,0.646
33553.0,12.0,16965.0,110205467385.0,0.088,1291.125,0.005,0.082,82.0,78.0,0.9,0.666,0.121,4184600.0,4792000000.0,2534000000.0,0.014,0.7,0.213,0.861
4595.0,51.0,14338.0,5598700444.0,0.035,31.0,0.055,0.106,63.0,59.0,0.0,0.575,0.026,6245797.0,3900000.0,43000000.0,0.032,0.0,0.399,0.131
158.0,35.0,57.0,453082900.0,0.052,129.0,0.016,0.117,75.0,68.0,0.3,0.558,0.049,181073.0,87000000.0,21200000.0,0.029,0.0,0.393,0.21
180.0,55.625,59.0,456735445.0,0.067,63.0,0.029,0.139,67.0,65.0,0.0,0.557,0.03,480745.0,35300000.0,26500000.0,0.034,0.0,0.412,0.183
176.0,32.0,57.0,295998379.0,0.055,159.0,0.013,0.12,74.0,69.0,0.3,0.56,0.06,101617.0,15700000.0,16400000.0,0.029,0.1,0.38,0.232
48.0,47.0,31.0,437072934.0,0.031,64.0,0.017,0.083,72.0,68.0,0.1,0.572,0.034,214654.0,109000000.0,11000000.0,0.029,0.1,0.394,0.234
425.0,21.0,143.0,1141418340.0,0.045,607.0,0.01,0.109,77.0,72.0,1.3,0.647,0.073,83467.0,327000000.0,45000000.0,0.018,0.3,0.28,0.286
103049.5,30.0,46913.625,221375013581.25,0.083,454.0,0.015,0.086,79.0,71.0,0.8,0.637,0.103,38988923.0,3899000000.0,4038000000.0,0.018,0.2,0.26,0.903
2274.0,26.0,14338.0,2421474860.0,0.061,193.0,0.02,0.113,77.0,72.0,1.1,0.698,0.089,100830.0,1064000000.0,241000000.0,0.012,0.3,0.213,0.445
1522.0,26.0,706.0,7965588000.0,0.069,1291.125,0.012,0.055,77.0,71.0,0.8,0.688,0.064,335622.0,2066000000.0,541000000.0,0.015,0.3,0.249,0.823
1371.0,26.0,398.0,4314050000.0,0.071,826.0,0.014,0.103,77.0,72.0,0.9,0.69,0.107,274923.0,1235000000.0,284000000.0,0.013,0.6,0.203,0.328
407.0,45.0,172.0,1217450000.0,0.044,192.0,0.018,0.142,75.0,69.0,0.4,0.585,0.04,278985.0,260000000.0,43000000.0,0.026,0.1,0.374,0.46
521.0,26.0,14338.0,5414299000.0,0.061,193.0,0.02,0.12,82.0,76.0,0.9,0.6425000000000001,0.052,64523.0,495000000.0,394000000.0,0.013,0.7,0.2995,1.0
14910.0,50.0,6439.0,11451845341.0,0.048,58.0,0.042,0.119,67.0,63.0,0.3,0.576,0.045,9517395.0,330000000.0,360000000.0,0.028,0.1,0.379,0.647
103049.5,55.625,46913.625,221375013581.25,0.085,491.0,0.019,0.22649999999999998,76.0,68.0,0.5,0.665,0.063,49034725.375,4577000000.0,4058250000.0,0.017,0.3,0.272,0.831
103049.5,3.0,46913.625,221375013581.25,0.1,1291.125,0.005,0.058,83.0,78.0,0.6,0.694,0.133,32570505.0,6341000000.0,4058250000.0,0.011,0.7,0.174,0.802
517.0,26.0,14338.0,15079752557.5,0.061,193.0,0.02,0.12,75.0,69.0,1.9,0.6425000000000001,0.052,50026.0,509000000.0,164000000.0,0.02,0.4,0.2995,1.0
