CO2 Emissions,Days to Start Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Infant Mortality Rate,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 15-64,Population 65+,Population Total,Tourism Inbound,Tourism Outbound,Birth Rate,Internet Usage,Population 0-14,Population Urban
378.0,55.625,14338.0,622026107.0,0.051,51.0,0.051,0.15,63.0,62.0,0.0,0.595,0.04,616383.0,8000000.0,456000000.0,0.025,0.0,0.365,0.287
5357.0,26.0,2505.0,6557333067.0,0.031,575.0,0.008,0.055,79.0,75.0,0.5,0.675,0.03,353649.0,124000000.0,469000000.0,0.021,0.2,0.295,0.726
2380.0,55.625,4115.0,4658246907.0,0.073,26.0,0.063,0.12,68.0,62.0,0.0,0.58,0.041,12934369.0,441000000.0,60000000.0,0.026,0.0,0.379,0.189
103049.5,48.0,46913.625,221375013581.25,0.048,61.0,0.024,0.053,75.0,72.0,0.2,0.702,0.074,49034725.375,6341000000.0,4058250000.0,0.012,0.1,0.225,0.398
3773.0,25.0,2705.0,3991374540.0,0.085,74.0,0.026,0.22649999999999998,76.0,69.0,0.2,0.664,0.139,4328900.0,172000000.0,170000000.0,0.012,0.0,0.197,0.524
40066.0,11.0,13608.0,161384522525.0,0.061,193.0,0.02,0.05,84.0,79.0,1.1,0.728,0.117,6730800.0,6341000000.0,4058250000.0,0.007,0.5,0.155,1.0
103049.5,55.625,46913.625,221375013581.25,0.043,24.0,0.06,0.115,65.0,62.0,0.0,0.624,0.046,49034725.375,4560000000.0,4058250000.0,0.024,0.0,0.33,0.286
103049.5,55.625,46913.625,221375013581.25,0.025,27.0,0.036,0.169,70.0,66.0,0.1,0.651,0.048,49034725.375,4461000000.0,4058250000.0,0.021,0.0,0.301,0.444
103049.5,31.0,46913.625,221375013581.25,0.08,1291.125,0.003,0.020500000000000018,85.0,78.0,0.7,0.672,0.188,49034725.375,6341000000.0,4058250000.0,0.009,0.5,0.141,0.832
103049.5,26.0,43041.0,30833692831.0,0.037,77.0,0.032,0.12,72.0,61.0,0.1,0.67,0.074,14909018.0,638000000.0,783000000.0,0.017,0.0,0.257,0.551
77777.0,26.0,20027.0,15079752557.5,0.061,193.0,0.03,0.12,71.0,64.0,0.5,0.679,0.068,23449180.0,688500000.0,456000000.0,0.016,0.1,0.253,0.596
103049.5,17.0,46913.625,221375013581.25,0.052,695.0,0.005,0.062,81.0,74.0,0.7,0.716,0.085,47859311.0,6341000000.0,4058250000.0,0.01,0.7,0.199,0.807
5328.0,21.0,2584.0,1919012781.0,0.054,21.0,0.037,0.191,72.0,65.0,0.0,0.617,0.057,5043300.0,62000000.0,35000000.0,0.021,0.0,0.326,0.353
1129.0,55.625,14338.0,2023324407.0,0.049,18.0,0.075,0.22649999999999998,65.0,62.0,0.0,0.545,0.037,5619069.0,77000000.0,5000000.0,0.029,0.0,0.418,0.251
1536.0,26.0,14338.0,7926373572.0,0.061,193.0,0.02,0.06,81.0,76.0,0.8,0.73,0.074,450711.0,5225000000.0,471000000.0,0.008,0.3,0.197,1.0
103049.5,37.0,46913.625,110202368421.0,0.039,172.0,0.007,0.063,76.0,71.0,0.4,0.644,0.042,24890654.0,6341000000.0,3401000000.0,0.02,0.4,0.315,0.648
598.0,13.0,14338.0,949867662.0,0.06,199.0,0.025,0.14,74.0,71.0,0.2,0.587,0.043,287594.0,402000000.0,60000000.0,0.022,0.1,0.37,0.313
8034.0,20.0,2525.0,1595297301.0,0.074,48.0,0.042,0.22649999999999998,68.0,61.0,0.1,0.652,0.037,2468595.0,154000000.0,144000000.0,0.019,0.1,0.311,0.604
9846.0,26.0,14064.0,15079752557.5,0.023,4.0,0.054,0.15,65.0,61.0,0.0,0.661,0.048,49034725.375,70000000.0,36000000.0,0.02,0.0,0.29,0.281
2952.0,31.0,8707.0,6330476435.0,0.054,14.0,0.052,0.074,65.0,63.0,0.0,0.559,0.041,24525527.0,232000000.0,119000000.0,0.03,0.0,0.399,0.146
103049.5,24.0,46913.625,83244801093.0,0.029,16.0,0.083,0.12,65.0,64.0,0.0,0.564,0.04,49034725.375,620000000.0,1163000000.0,0.029,0.1,0.395,0.341
71532.0,49.0,38822.0,83908205720.0,0.032,33.0,0.029,0.095,71.0,64.0,0.3,0.59,0.033,49034725.375,1821000000.0,1649000000.0,0.028,0.0,0.377,0.471
31133.0,8.0,25634.0,97002305536.0,0.036,823.0,0.003,0.053,82.0,77.0,0.8,0.72,0.079,4114800.0,3842000000.0,4058250000.0,0.011,0.5,0.201,1.0
10660.0,55.625,8682.0,18881765437.0,0.039,38.0,0.013,0.103,77.0,70.0,0.1,0.675,0.067,19173000.0,709000000.0,462000000.0,0.019,0.0,0.258,0.184
2076.0,26.0,2170.0,1554125543.0,0.045,11.0,0.061,0.167,69.0,61.0,0.0,0.561,0.037,6529609.0,6200000.0,2100000.0,0.029,0.0,0.402,0.264
103049.5,33.0,46913.625,142640079033.0,0.036,79.0,0.017,0.059,75.0,68.0,0.3,0.696,0.073,49034725.375,6341000000.0,3538000000.0,0.013,0.1,0.231,0.35
161.0,26.0,14338.0,436500000.0,0.075,24.0,0.072,0.167,63.0,60.0,0.0,0.483,0.026,933369.0,688500000.0,456000000.0,0.039,0.1,0.491,0.253
42215.0,26.0,17629.0,5977440583.0,0.038,95.0,0.062,0.12,68.0,60.0,0.0,0.613,0.045,4648037.0,688500000.0,456000000.0,0.023,0.0,0.342,0.466
103049.5,29.0,46913.625,10128112401.0,0.052,20.0,0.049,0.12,71.0,64.0,0.0,0.605,0.046,25567650.0,48000000.0,456000000.0,0.02,0.0,0.349,0.37
78767.0,55.625,35111.0,42717072778.0,0.052,25.0,0.025,0.095,79.0,70.0,0.0,0.646,0.065,49034725.375,1400000000.0,456000000.0,0.017,0.0,0.289,0.261
4294.0,41.0,1976.0,5652325082.0,0.062,108.0,0.02,0.143,79.0,72.0,0.3,0.64,0.078,3033659.0,537000000.0,507000000.0,0.016,0.0,0.282,0.446
535.0,26.0,14338.0,1917948475.0,0.058,1291.125,0.003,0.12,75.0,69.0,0.7,0.6425000000000001,0.052,75643.0,688500000.0,456000000.0,0.01,0.1,0.2995,0.912
72317.0,25.0,32214.0,221375013581.25,0.103,1291.125,0.004,0.12,82.0,76.0,0.9,0.678,0.157,8121423.0,6341000000.0,4058250000.0,0.01,0.4,0.165,0.658
53722.0,55.625,26009.0,17825436035.0,0.066,120.0,0.009,0.22649999999999998,75.0,63.0,0.1,0.691,0.143,9797000.0,339000000.0,436000000.0,0.009,0.1,0.166,0.714
103049.5,55.625,46913.625,221375013581.25,0.1,1291.125,0.004,0.069,81.0,75.0,0.8,0.655,0.172,10376133.0,6341000000.0,4058250000.0,0.011,0.5,0.173,0.973
23238.0,55.625,4400.0,8370020196.0,0.08,174.0,0.007,0.109,78.0,73.0,0.3,0.684,0.122,3895779.0,404000000.0,145000000.0,0.009,0.0,0.194,0.392
47308.0,32.0,19399.0,20668176834.0,0.076,201.0,0.016,0.085,76.0,69.0,0.4,0.685,0.171,7823557.0,2051000000.0,1467000000.0,0.009,0.1,0.143,0.699
23542.0,29.0,8812.0,34143409062.0,0.064,495.0,0.006,0.116,78.0,71.0,0.6,0.67,0.166,4440000.0,6341000000.0,709000000.0,0.009,0.2,0.164,0.56
7748.0,26.0,2332.0,13319544758.0,0.068,1235.0,0.005,0.069,81.0,76.0,0.6,0.686,0.105,998142.0,2325000000.0,700000000.0,0.012,0.3,0.209,0.686
103049.5,40.0,44415.0,95292530753.0,0.071,666.0,0.005,0.059,79.0,72.0,1.0,0.707,0.139,10193998.0,4069000000.0,2177000000.0,0.009,0.3,0.154,0.737
55735.0,7.0,20087.0,212621855883.0,0.095,1291.125,0.004,0.12,80.0,75.0,0.9,0.663,0.149,5390574.0,5271000000.0,4058250000.0,0.012,0.8,0.188,0.854
17052.0,55.625,5188.0,9845187817.0,0.049,352.0,0.007,0.055,77.0,66.0,0.8,0.676,0.163,1370720.0,883000000.0,404000000.0,0.01,0.5,0.161,0.69
777.0,26.0,14338.0,1486861879.0,0.061,193.0,0.02,0.12,82.0,77.0,0.8,0.6425000000000001,0.052,48308.0,688500000.0,456000000.0,0.02,0.6,0.2995,0.387
68888.0,31.0,36747.0,164256207675.0,0.082,1291.125,0.003,0.041,82.0,75.0,0.9,0.668,0.155,5213014.0,2676000000.0,2954000000.0,0.011,0.7,0.177,0.826
103049.5,41.0,46913.625,221375013581.25,0.108,1291.125,0.004,0.066,83.0,76.0,0.7,0.651,0.163,49034725.375,6341000000.0,4058250000.0,0.013,0.4,0.186,0.766
103049.5,45.0,46913.625,221375013581.25,0.109,1291.125,0.004,0.12,81.0,76.0,0.8,0.673,0.179,49034725.375,6341000000.0,4058250000.0,0.009,0.6,0.148,0.732
95738.0,38.0,29141.0,192850270290.0,0.089,1291.125,0.006,0.068,81.0,77.0,0.8,0.674,0.18,11018324.0,6341000000.0,2439000000.0,0.01,0.2,0.146,0.737
59072.0,52.0,26136.0,83538373061.0,0.086,706.0,0.008,0.096,77.0,68.0,0.8,0.685,0.155,10129552.0,4119000000.0,2700000000.0,0.009,0.2,0.16,0.655
2167.0,26.0,3273.0,10969898924.0,0.106,1291.125,0.003,0.12,83.0,80.0,1.0,0.658,0.117,289521.0,486000000.0,524000000.0,0.014,0.8,0.225,0.928
43337.0,18.0,14061.0,158730360073.0,0.073,1291.125,0.005,0.028,81.0,76.0,0.9,0.681,0.111,3996521.0,5206000000.0,4058250000.0,0.015,0.3,0.208,0.599
8529.0,26.0,14338.0,2264911807.0,0.061,193.0,0.02,0.12,75.0,69.0,0.5,0.6425000000000001,0.052,79001.0,688500000.0,456000000.0,0.02,0.1,0.2995,0.519
103049.5,23.0,46913.625,221375013581.25,0.082,1291.125,0.004,0.058,83.0,77.0,1.0,0.667,0.192,49034725.375,6341000000.0,4058250000.0,0.009,0.3,0.142,0.675
8529.0,26.0,1994.0,3355083117.0,0.061,193.0,0.02,0.12,71.0,66.0,0.5,0.6425000000000001,0.052,1703466.0,688500000.0,456000000.0,0.018,0.1,0.2995,0.56
7088.0,16.0,4324.0,11186452601.0,0.062,295.0,0.012,0.054,77.0,66.0,0.5,0.679,0.163,2287955.0,271000000.0,365000000.0,0.009,0.3,0.158,0.678
8529.0,26.0,14338.0,3070803431.0,0.061,193.0,0.02,0.12,82.0,78.0,0.7,0.6425000000000001,0.052,34141.0,688500000.0,456000000.0,0.01,0.6,0.2995,0.149
12915.0,26.0,9253.0,18608709857.0,0.065,351.0,0.009,0.058,78.0,67.0,0.6,0.673,0.147,3415213.0,700000000.0,476000000.0,0.009,0.3,0.18,0.667
9905.0,26.0,3843.0,29144582393.0,0.077,1291.125,0.003,0.12,81.0,75.0,1.2,0.668,0.144,451630.0,3149000000.0,2445000000.0,0.012,0.5,0.189,0.857
11309.0,48.0,2776.0,4756221629.0,0.093,212.0,0.013,0.16,76.0,71.0,0.4,0.684,0.108,2080866.0,86000000.0,71000000.0,0.012,0.2,0.208,0.579
2582.0,26.0,826.0,5119621569.0,0.082,1074.0,0.006,0.059,81.0,76.0,0.7,0.691,0.123,398582.0,869000000.0,238000000.0,0.01,0.3,0.185,0.932
4290.0,42.0,3360.0,1980901554.0,0.083,46.0,0.021,0.193,72.0,64.0,0.1,0.683,0.108,3612874.0,79000000.0,118000000.0,0.012,0.1,0.208,0.455
8529.0,26.0,14338.0,3588988601.0,0.039,1291.125,0.004,0.12,75.0,69.0,0.5,0.6425000000000001,0.052,32968.0,688500000.0,456000000.0,0.02,0.5,0.2995,1.0
8529.0,26.0,14338.0,1707662608.0,0.091,254.0,0.011,0.12,76.0,71.0,0.5,0.67,0.125,613448.0,688500000.0,456000000.0,0.013,0.1,0.205,0.616
103049.5,9.0,46913.625,221375013581.25,0.098,1291.125,0.005,0.03,81.0,76.0,0.8,0.676,0.138,16225302.0,6341000000.0,4058250000.0,0.012,0.6,0.186,0.803
42625.0,18.0,27020.0,221375013581.25,0.106,1291.125,0.004,0.047,82.0,77.0,0.9,0.653,0.148,4564855.0,2989000000.0,4058250000.0,0.012,0.8,0.199,0.772
103049.5,31.0,46913.625,216800888642.0,0.062,354.0,0.007,0.073,79.0,71.0,0.5,0.696,0.13,38204570.0,4733000000.0,3286000000.0,0.009,0.2,0.174,0.617
61276.0,55.625,25129.0,161931941309.0,0.097,1291.125,0.004,0.12,81.0,74.0,1.0,0.674,0.168,10458821.0,6341000000.0,2982000000.0,0.011,0.3,0.158,0.563
95940.0,29.0,39525.0,59466017706.0,0.053,146.0,0.021,0.22649999999999998,75.0,68.0,0.3,0.691,0.143,21574326.0,523000000.0,572000000.0,0.01,0.1,0.166,0.529
103049.5,43.0,46913.625,221375013581.25,0.056,167.0,0.017,0.13,72.0,59.0,0.2,0.705,0.134,49034725.375,5879000000.0,4058250000.0,0.01,0.1,0.162,0.734
8529.0,26.0,14338.0,1122981525.0,0.051,1291.125,0.004,0.075,85.0,78.0,0.6,0.6425000000000001,0.052,28700.0,688500000.0,456000000.0,0.02,0.5,0.2995,0.94
8529.0,55.625,16635.0,19550781969.0,0.088,171.0,0.009,0.155,75.0,70.0,0.5,0.674,0.137,7480591.0,159000000.0,144000000.0,0.011,0.1,0.189,0.54
39494.0,55.625,18639.0,45837416479.0,0.058,360.0,0.009,0.085,78.0,70.0,0.7,0.706,0.116,5373374.0,876000000.0,662000000.0,0.01,0.4,0.179,0.559
15500.0,55.625,6912.0,29152072068.0,0.086,1263.0,0.004,0.108,81.0,73.0,0.9,0.703,0.15,1995733.0,1427000000.0,805000000.0,0.009,0.3,0.147,0.507
103049.5,55.625,46913.625,221375013581.25,0.082,1291.125,0.005,0.12,83.0,76.0,0.9,0.687,0.169,42187645.0,6341000000.0,4058250000.0,0.01,0.4,0.145,0.768
54781.0,16.0,46913.625,221375013581.25,0.093,1291.125,0.003,0.048,82.0,78.0,1.0,0.649,0.172,8958229.0,6341000000.0,4058250000.0,0.011,0.8,0.179,0.842
40205.0,20.0,25996.0,221375013581.25,0.109,1291.125,0.004,0.033,83.0,78.0,0.8,0.676,0.156,7339001.0,6341000000.0,4058250000.0,0.01,0.7,0.168,0.734
103049.5,38.0,46913.625,221375013581.25,0.053,232.0,0.029,0.12,75.0,68.0,0.4,0.643,0.064,49034725.375,6341000000.0,2113000000.0,0.02,0.1,0.293,0.666
103049.5,40.0,46913.625,50132953288.0,0.069,73.0,0.014,0.179,74.0,63.0,0.1,0.693,0.15,47812950.0,1204000000.0,953000000.0,0.009,0.0,0.156,0.674
103049.5,13.0,46913.625,221375013581.25,0.078,1291.125,0.005,0.037,81.0,76.0,0.9,0.658,0.159,49034725.375,6341000000.0,4058250000.0,0.012,0.6,0.183,0.793
16468.0,26.0,6752.0,11075116594.0,0.037,536.0,0.01,0.083,76.0,74.0,0.6,0.683,0.023,772058.0,1206000000.0,492000000.0,0.02,0.2,0.294,0.884
103049.5,29.0,46913.625,135409681532.0,0.047,97.0,0.024,0.12,72.0,70.0,0.1,0.664,0.047,49034725.375,1266000000.0,4058250000.0,0.018,0.1,0.289,0.662
91118.0,26.0,27086.0,15079752557.5,0.044,16.0,0.034,0.12,73.0,68.0,0.0,0.543,0.035,25959531.0,688500000.0,456000000.0,0.035,0.0,0.422,0.687
65122.0,20.0,19730.0,118673283415.0,0.077,1291.125,0.005,0.106,82.0,78.0,1.0,0.62,0.1,6689700.0,2473000000.0,3341000000.0,0.022,0.2,0.28,0.914
17470.0,55.625,5176.0,10193023726.0,0.092,187.0,0.022,0.093,74.0,71.0,0.3,0.582,0.031,5164000.0,1266000000.0,503000000.0,0.03,0.1,0.387,0.806
61657.0,35.0,22001.0,47875837662.0,0.032,728.0,0.01,0.054,75.0,73.0,0.7,0.71,0.034,2116353.0,328000000.0,3750000000.0,0.022,0.2,0.256,0.982
18221.0,46.0,5220.0,20082918740.0,0.093,498.0,0.014,0.134,78.0,74.0,0.2,0.643,0.073,3690110.0,6341000000.0,3319000000.0,0.016,0.1,0.284,0.863
32391.0,35.0,9350.0,21542262852.0,0.032,294.0,0.012,0.082,76.0,72.0,0.2,0.612,0.025,2389121.0,546000000.0,804000000.0,0.022,0.1,0.364,0.715
36157.0,26.0,14185.0,23533790531.0,0.041,1291.125,0.01,0.12,78.0,76.0,0.6,0.716,0.015,660238.0,369000000.0,471000000.0,0.017,0.2,0.269,0.969
103049.5,55.625,46913.625,214572800000.0,0.04,384.0,0.018,0.12,75.0,72.0,0.3,0.608,0.033,22852333.0,3418000000.0,4058250000.0,0.024,0.1,0.359,0.805
54286.0,43.0,16543.0,21828144686.0,0.051,60.0,0.018,0.075,76.0,72.0,0.1,0.57,0.034,17298476.0,877000000.0,734000000.0,0.028,0.0,0.396,0.53
103049.5,19.0,40190.0,124346361619.0,0.026,968.0,0.009,0.12,76.0,74.0,0.9,0.756,0.01,3369254.0,1438000000.0,3956000000.0,0.016,0.3,0.234,0.815
17305.0,55.625,5667.0,11777768087.0,0.05,35.0,0.061,0.18,63.0,60.0,0.0,0.503,0.027,19081306.0,139000000.0,134000000.0,0.037,0.0,0.47,0.278
8529.0,26.0,14338.0,15079752557.5,0.061,193.0,0.02,0.12,75.0,69.0,0.0,0.6425000000000001,0.052,59117.0,688500000.0,456000000.0,0.02,0.1,0.2995,0.883
103049.5,3.0,46913.625,221375013581.25,0.083,1291.125,0.005,0.084,83.0,78.0,0.7,0.671,0.127,19895400.0,6341000000.0,4058250000.0,0.013,0.1,0.202,0.877
862.0,45.0,14338.0,2315935753.0,0.034,95.0,0.02,0.076,71.0,66.0,0.1,0.638,0.038,817224.0,496000000.0,88000000.0,0.024,0.1,0.324,0.491
799.0,26.0,14338.0,15079752557.5,0.061,193.0,0.02,0.12,76.0,71.0,0.2,0.659,0.046,248536.0,651000000.0,335000000.0,0.019,0.1,0.294,0.56
8529.0,26.0,14338.0,15079752557.5,0.061,193.0,0.02,0.12,79.0,74.0,0.5,0.64,0.06,157823.0,688500000.0,456000000.0,0.02,0.3,0.3,0.934
40.0,21.0,14338.0,90148518.0,0.096,103.0,0.051,0.12,69.0,63.0,0.0,0.582,0.035,87371.0,688500000.0,456000000.0,0.026,0.0,0.383,0.435
84.0,17.0,14338.0,126887585.0,0.118,411.0,0.033,0.12,75.0,69.0,0.0,0.6425000000000001,0.052,52115.0,4000000.0,300000.0,0.02,0.0,0.2995,0.693
147.0,16.0,14338.0,244990984.0,0.095,218.0,0.039,0.15,68.0,67.0,0.1,0.568,0.039,106816.0,17000000.0,6000000.0,0.028,0.1,0.393,0.223
2750.0,26.0,14338.0,15079752557.5,0.061,193.0,0.02,0.12,79.0,72.0,0.4,0.659,0.063,225735.0,196000000.0,128000000.0,0.018,0.3,0.278,0.629
33938.0,12.0,16847.0,87440435752.0,0.079,1291.125,0.006,0.07,81.0,77.0,0.6,0.661,0.119,4027200.0,4232000000.0,1649000000.0,0.014,0.6,0.221,0.86
3968.0,51.0,14338.0,3536459120.0,0.041,25.0,0.057,0.134,62.0,58.0,0.0,0.573,0.026,5803302.0,4900000.0,52000000.0,0.034,0.0,0.401,0.131
150.0,42.0,14338.0,301905953.0,0.051,93.0,0.017,0.113,74.0,67.0,0.1,0.552,0.047,177677.0,54000000.0,456000000.0,0.03,0.0,0.401,0.217
180.0,55.625,14338.0,332736307.0,0.06,45.0,0.029,0.147,66.0,63.0,0.0,0.556,0.029,446335.0,1600000.0,6400000.0,0.035,0.0,0.415,0.17
176.0,32.0,14338.0,208098552.0,0.051,106.0,0.014,0.113,74.0,69.0,0.1,0.559,0.06,99691.0,10300000.0,13200000.0,0.029,0.0,0.382,0.231
81.0,39.0,14338.0,314463144.0,0.037,58.0,0.018,0.059,71.0,67.0,0.0,0.564,0.032,198952.0,83000000.0,14000000.0,0.031,0.0,0.404,0.225
389.0,26.0,14338.0,849234754.0,0.044,457.0,0.012,0.128,77.0,72.0,0.6,0.64,0.071,80904.0,300000000.0,35000000.0,0.019,0.2,0.288,0.305
103049.5,55.625,46913.625,156988741752.0,0.082,280.0,0.017,0.191,78.0,71.0,0.2,0.629,0.101,37970411.0,2306000000.0,2997000000.0,0.018,0.1,0.27,0.897
2255.0,26.0,14338.0,2021301676.0,0.061,193.0,0.02,0.115,76.0,72.0,0.7,0.698,0.081,97015.0,858000000.0,213000000.0,0.013,0.2,0.221,0.456
1518.0,26.0,14338.0,6949317000.0,0.056,1237.0,0.013,0.06,76.0,70.0,0.4,0.67,0.059,315624.0,1770000000.0,404000000.0,0.016,0.2,0.271,0.822
1269.0,26.0,14338.0,3271200000.0,0.071,702.0,0.015,0.085,76.0,71.0,0.5,0.677,0.112,270844.0,767000000.0,153000000.0,0.013,0.4,0.211,0.333
374.0,26.0,14338.0,990350000.0,0.045,174.0,0.019,0.143,75.0,68.0,0.2,0.57,0.042,258346.0,150000000.0,50000000.0,0.028,0.1,0.388,0.469
510.0,26.0,14338.0,4186525000.0,0.061,193.0,0.02,0.12,81.0,76.0,0.6,0.6425000000000001,0.052,63325.0,348000000.0,248000000.0,0.013,0.6,0.2995,1.0
14129.0,55.625,3688.0,8082396526.0,0.056,50.0,0.049,0.177,66.0,62.0,0.1,0.567,0.043,9016787.0,243000000.0,197000000.0,0.03,0.0,0.39,0.633
103049.5,55.625,46913.625,221375013581.25,0.07,214.0,0.024,0.22649999999999998,75.0,67.0,0.3,0.658,0.059,49034725.375,2673000000.0,2874000000.0,0.019,0.1,0.283,0.822
103049.5,3.0,46913.625,221375013581.25,0.098,1291.125,0.005,0.047,82.0,77.0,0.4,0.689,0.129,31676000.0,6341000000.0,4058250000.0,0.011,0.6,0.183,0.8
480.0,26.0,14338.0,15079752557.5,0.061,193.0,0.02,0.12,75.0,69.0,0.5,0.6425000000000001,0.052,46032.0,518000000.0,456000000.0,0.02,0.1,0.2995,1.0
55078.0,27.0,25833.0,77840186385.0,0.071,338.0,0.008,0.062,81.0,75.0,0.5,0.662,0.077,15995658.0,1309000000.0,1109000000.0,0.016,0.3,0.261,0.869
57422.0,55.625,25736.0,94684582573.0,0.059,134.0,0.02,0.152,76.0,68.0,0.1,0.635,0.049,41872051.0,1191000000.0,1349000000.0,0.022,0.1,0.316,0.73
6626.0,55.625,3297.0,17517536016.0,0.081,343.0,0.009,0.22649999999999998,81.0,76.0,0.2,0.65,0.057,4171145.0,1424000000.0,434000000.0,0.018,0.2,0.293,0.631
25486.0,26.0,11662.0,35901500000.0,0.063,202.0,0.006,0.12,79.0,75.0,0.0,0.691,0.105,11245926.0,1999000000.0,456000000.0,0.012,0.1,0.204,0.759
8529.0,26.0,14338.0,15079752557.5,0.061,193.0,0.02,0.12,75.0,69.0,0.5,0.66,0.114,131253.0,223000000.0,176000000.0,0.02,0.1,0.225,0.908
114.0,26.0,14338.0,340803913.0,0.049,240.0,0.013,0.115,75.0,69.0,0.3,0.6425000000000001,0.052,70058.0,52000000.0,9000000.0,0.02,0.2,0.2995,0.66
21888.0,55.625,7479.0,21268012747.0,0.065,143.0,0.031,0.22649999999999998,74.0,68.0,0.2,0.607,0.055,9071318.0,3128000000.0,408000000.0,0.024,0.1,0.338,0.646
26523.0,55.625,9712.0,32432859000.0,0.067,164.0,0.026,0.136,77.0,71.0,0.2,0.612,0.054,13279806.0,408000000.0,500000000.0,0.024,0.0,0.334,0.613
6553.0,55.625,4418.0,15046700000.0,0.073,182.0,0.023,0.12,75.0,66.0,0.2,0.572,0.059,6029366.0,664000000.0,311000000.0,0.022,0.0,0.369,0.606
532.0,26.0,14338.0,1426452030.0,0.061,193.0,0.02,0.12,71.0,66.0,0.5,0.6425000000000001,0.052,56765.0,688500000.0,456000000.0,0.016,0.5,0.2995,0.823
216.0,26.0,14338.0,596339089.0,0.062,359.0,0.013,0.12,73.0,69.0,0.4,0.603,0.077,102369.0,104000000.0,8000000.0,0.019,0.2,0.319,0.36
10502.0,39.0,7436.0,21917565500.0,0.064,116.0,0.036,0.15,73.0,66.0,0.2,0.522,0.042,12062835.0,646000000.0,373000000.0,0.035,0.0,0.436,0.463
1566.0,26.0,14338.0,741929343.0,0.056,55.0,0.037,0.15,68.0,61.0,0.2,0.599,0.041,753612.0,28000000.0,30000000.0,0.022,0.1,0.36,0.284
1734.0,55.625,2218.0,2826481072.0,0.053,17.0,0.069,0.22649999999999998,60.0,57.0,0.0,0.57,0.041,8996229.0,96000000.0,202000000.0,0.03,0.0,0.389,0.406
6769.0,55.625,3647.0,8140294080.0,0.083,103.0,0.028,0.208,74.0,69.0,0.1,0.55,0.041,6628171.0,372000000.0,274000000.0,0.03,0.0,0.409,0.472
10722.0,31.0,3728.0,9430236065.0,0.046,162.0,0.019,0.189,74.0,68.0,0.6,0.606,0.076,2624695.0,1621000000.0,269000000.0,0.017,0.1,0.318,0.524
103049.5,55.625,46913.625,221375013581.25,0.058,397.0,0.018,0.07,78.0,73.0,0.3,0.618,0.051,49034725.375,6341000000.0,4058250000.0,0.023,0.1,0.33,0.757
4411.0,46.0,2758.0,5322437648.0,0.061,61.0,0.029,0.155,74.0,68.0,0.1,0.57,0.039,5317878.0,160000000.0,139000000.0,0.026,0.0,0.391,0.555
6153.0,18.0,2649.0,12933200000.0,0.076,303.0,0.02,0.099,78.0,73.0,0.2,0.629,0.058,3240805.0,804000000.0,267000000.0,0.023,0.1,0.313,0.631
4070.0,55.625,3965.0,6588103836.0,0.061,71.0,0.025,0.22649999999999998,73.0,69.0,0.3,0.586,0.046,5682350.0,81000000.0,115000000.0,0.027,0.0,0.368,0.569
26380.0,55.625,11638.0,57840001637.0,0.045,102.0,0.025,0.21,74.0,69.0,0.1,0.62,0.052,27073334.0,1023000000.0,847000000.0,0.023,0.1,0.328,0.742
8529.0,7.0,14338.0,75833996000.0,0.061,193.0,0.02,0.12,82.0,74.0,0.5,0.654,0.118,3826095.0,2677000000.0,1420000000.0,0.013,0.2,0.227,0.942
8529.0,26.0,14338.0,15079752557.5,0.061,193.0,0.02,0.12,75.0,69.0,0.5,0.6425000000000001,0.052,33791.0,538000000.0,144000000.0,0.02,0.1,0.2995,1.0
220.0,26.0,14338.0,461576906.0,0.037,359.0,0.012,0.122,75.0,69.0,0.5,0.6425000000000001,0.052,47679.0,75000000.0,8000000.0,0.02,0.2,0.2995,0.323
359.0,26.0,14338.0,781338353.0,0.062,299.0,0.015,0.15,74.0,70.0,0.6,0.628,0.072,161766.0,282000000.0,36000000.0,0.018,0.2,0.3,0.252
8529.0,26.0,14338.0,15079752557.5,0.061,193.0,0.02,0.12,81.0,74.0,0.5,0.6425000000000001,0.052,27363.0,688500000.0,456000000.0,0.017,0.1,0.2995,0.56
194.0,26.0,14338.0,482397041.0,0.039,174.0,0.019,0.118,73.0,69.0,0.6,0.632,0.072,108353.0,91000000.0,13000000.0,0.019,0.1,0.296,0.463
2241.0,26.0,14338.0,1271196078.0,0.066,173.0,0.028,0.21,72.0,65.0,0.3,0.639,0.059,486867.0,18000000.0,68000000.0,0.021,0.0,0.301,0.667
27697.0,26.0,13541.0,11235960523.0,0.051,449.0,0.025,0.112,73.0,65.0,0.3,0.701,0.069,1283868.0,437000000.0,143000000.0,0.015,0.3,0.23,0.102
103.0,26.0,14338.0,15079752557.5,0.061,193.0,0.02,0.12,75.0,69.0,0.5,0.6425000000000001,0.052,23412.0,688500000.0,456000000.0,0.02,0.1,0.2995,0.866
103049.5,6.0,46913.625,221375013581.25,0.118,1291.125,0.007,0.041,80.0,75.0,0.5,0.669,0.123,49034725.375,6341000000.0,4058250000.0,0.014,0.6,0.209,0.796
4598.0,45.0,2523.0,12045627411.0,0.097,351.0,0.013,0.22649999999999998,79.0,72.0,0.2,0.625,0.134,3325411.0,419000000.0,236000000.0,0.016,0.2,0.242,0.928
